Name;Vote Account;Identity;REV;Inflation;MEV;Tx;User Tx;Vote Tx;Pri Fees;Sig Fees;Rewards;Stake;Votes;Latency;CU;Leader Slots;actual_stake_sol;stake_rank;mev_rank;rev_rank;inflation_pct;sig_fees_pct;priority_fees_pct;mev_pct;rev_pct;is_top10_stake;is_top20_stake;is_top50_stake;is_top10_mev;is_top20_mev;is_top50_mev;is_top10_rev;is_top20_rev;is_top50_rev
capy;capyZmRCkNE34ifDrRdfLtDB4Fi58rtLa94H9nU5z7n;capyS1jerxhFp1RehdWRG6kbWi8bnWF3fkEG2RGLsQf;0.3816193081081081;0.3572606081081081;0.0015275;1290.0;547.0;743.0;0.0193762;0.0034673;0.0228312;1123.0;2525.0;1.36;35414111.0;148.0;166204;362;678;190;78.71;65.39;39.87;10.92;75.16;0;0;0;0;0;0;0;0;0
StakeWeight.net;SWnetzxKaKtuysePKKAzdPAk3gqWgPYxg31vet69Xnz;SWnetabTLirPWqEK1V1T7HkVLC5vGvfjEsb89wiqrGh;0.3815902041666666;0.3380626041666666;0.017786;1369.0;599.0;769.0;0.0221169;0.0036381;0.0257416;1061.0;2272.0;1.51;37899638.0;96.0;101856;483;30;191;70.57;94.08;59.08;96.18;75.03;0;0;0;0;0;1;0;0;0
Nemertes;2s2K5hcECd67832EzrVMCiCtbb54CHsqXtewuwwNVqtA;3KiDz3wuZrJfsgKt5KEvRb1WPpbci1PWj78aPVF5ei3F;0.381363624137931;0.353509224137931;0.0074106;1306.0;541.0;765.0;0.0169988;0.0034584;0.0204438;1112.0;1827.0;1.043;36218035.0;232.0;257984;236;168;192;76.74;61.97;25.13;78.03;74.9;0;0;0;0;0;0;0;0;0
Leapfrog Systems 💎 No Fees;Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4;Frog1Fks1AVN8ywFH3HTFeYojq6LQqoEPzgQFx2Kz5Ch;0.3809369786764706;0.3552038786764706;0.0058983;1313.0;546.0;767.0;0.0163832;0.0034639;0.0198348;1126.0;789.0;1.011;34627766.0;544.0;612544;132;249;193;77.66;64.47;20.39;67.37;74.77;0;0;0;0;0;0;0;0;0
Temporal Opal;oPaLTmyvoUhW26QCMwLA5JNUeBYy72PDpFoXQF8SeX4;oPaLtitM6cwpFVzP2rDhLsJLdY2vcbuZiJJyD1TFUKs;0.3806051408450704;0.3463151408450704;0.0037996;1358.0;581.0;777.0;0.0269331;0.0035702;0.0304904;1087.0;755.0;1.01;35444235.0;568.0;617416;129;424;194;73.85;88.95;80.79;44.34;74.64;0;0;0;0;0;0;0;0;0
GXFC Validator;GdSJPrzj8q1QJV53s1cHMcpbPhodgB9kjG7X9kq8Z56r;Fb77sbwgXmtjmkjkaoSckGp5yg3nqdtD8zf1dyxxiCSf;0.38036000000000003;0.35564;0.0039436;1300.0;532.0;767.0;0.0173457;0.0034435;0.0207764;1116.0;2901.0;1.009;34840401.0;148.0;165168;366;409;195;77.92;55.0;27.76;46.32;74.51;0;0;0;0;0;0;0;0;0
Paragon;VotESBSkLKU8vebS6wTR2rzWWJsLc6YThYS6tebPxXq;PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN;0.38010624032258067;0.3583175403225807;0.0011778;1145.0;459.0;686.0;0.0176047;0.003016;0.0206109;1126.0;1677.0;1.102;29042887.0;248.0;279248;214;705;196;79.11;2.63;28.68;7.37;74.38;0;0;0;0;0;0;0;0;0
diman;voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd;Diman2GphWLwECE3swjrAEAJniezpYLxK1edUydiDZau;0.3797934473684211;0.34545994736842106;0.0;1358.0;583.0;775.0;0.0307578;0.0035883;0.0343335;1084.0;1127.0;1.013;36003895.0;380.0;411920;165;745;197;73.59;90.66;88.95;0.0;74.24;0;0;0;0;0;0;0;0;0
;HjiwKP8UAYigpUJyKeBEWfKWvaRgKw9fZQRcSLzdhP2w;65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7;0.37977561538461535;0.32338961538461536;0.0234693;1360.0;588.0;772.0;0.0293776;0.003551;0.0329167;1014.0;8249.0;1.011;32495455.0;52.0;52728;654;12;198;58.87;87.11;86.18;98.55;74.11;0;0;0;0;1;1;0;0;0
Titan Analytics;EBVj3uwSKZpqEb1K267JaPxDQhULVqCy6hYeQqjsPh81;43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2;0.37957499166666664;0.34350729166666666;0.0114822;1294.0;564.0;729.0;0.021159;0.0034382;0.0245855;1081.0;2073.0;1.126;35544114.0;192.0;207552;284;72;199;73.19;53.03;53.95;90.66;73.98;0;0;0;0;0;0;0;0;0
ProStaking;juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx;juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6;0.3792705;0.3335754;0.006507;1261.0;495.0;766.0;0.0358786;0.0033206;0.0391881;1055.0;711.0;1.02;32075851.0;600.0;633000;123;209;200;68.46;18.16;94.34;72.63;73.85;0;0;0;0;0;0;0;0;0
Dante 🐾;AYSvheimgwhpRHXossLqrTBDPwo4jHDQJ1UhMeAArTwH;DZKTNGR3r4Akj3G42ReZatKhkmgEXoZjk5Ed2tFwRyqm;0.37904841470588235;0.34736051470588236;0.0098719;1262.0;496.0;766.0;0.0185287;0.0032994;0.021816;1089.0;3150.0;1.015;33092478.0;136.0;148104;393;103;201;74.24;15.26;34.61;86.58;73.72;0;0;0;0;0;0;0;0;0
Temporal Topaz;7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8;FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp;0.3789889534482759;0.3498043534482759;0.0039866;1258.0;472.0;786.0;0.0218945;0.0033144;0.025198;1111.0;1839.0;1.064;27494274.0;232.0;257752;237;407;202;75.16;17.11;57.89;46.58;73.59;0;0;0;0;0;0;0;0;0
Stronghold;Ac1beBKixfNdrTAac7GRaTsJTxLyvgGvJjvy4qQfvyfc;91oPXTs2oq8VvJpQ5TnvXakFGnnJSpEB6HFWDtSctwMt;0.37895498947368417;0.3498232894736842;0.0047551;1293.0;519.0;773.0;0.0209889;0.0033992;0.0243766;1105.0;2823.0;1.01;34539169.0;152.0;167960;361;335;203;75.3;38.42;52.76;56.05;73.46;0;0;0;0;0;0;0;0;0
NTT DOCOMO GLOBAL;FzUNgBRnVxawDytN9GM7BFwxFfekuMs7BcAGybn4AmMk;AmjX7CerZbHrU814UeBp2gJC7gANNG3KrP4c3RyD7TSD;0.3782312434782609;0.3530555434782609;0.00636;1276.0;505.0;771.0;0.0154706;0.0033567;0.0188157;1108.0;4658.0;1.013;32917096.0;92.0;101936;482;219;204;76.35;25.0;16.05;71.32;73.32;0;0;0;0;0;0;0;0;0
Ledger by Chorus One;CpfvLiiPALdzZTP3fUrALg2TXwEDSAknRh1sn5JCt9Sr;LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V;0.37805932592592595;0.32786342592592593;0.0202742;1347.0;575.0;771.0;0.0263836;0.0035517;0.0299217;1033.0;1324.0;1.011;35208507.0;324.0;334692;186;18;205;63.47;87.24;79.47;97.76;73.19;0;0;0;0;1;1;0;0;0
🧑‍🍳USDG rewards (6.76% APY);MARvNLH6rCLroQEGr8fWNxygJ7fHJRCfykRk9DqzwVn;MARiKM3t7pDCyXtvLq24ErWDAvYu84yXqCthkR1GS33;0.37753220000000004;0.35056400000000004;0.0018455;1308.0;540.0;767.0;0.0216867;0.0034492;0.0251227;1100.0;1785.0;1.014;35362905.0;240.0;264000;230;630;206;75.69;57.24;56.97;17.24;73.06;0;0;0;0;0;0;0;0;0
Neumann;FrtCZRajYfrdoZarPxCsUB6f66ga5DPSXGz4F7VKyfKP;HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5;0.3770249923076923;0.3400511923076923;0.0024437;1356.0;580.0;776.0;0.030961;0.0035823;0.0345301;1067.0;1649.0;1.01;36216719.0;260.0;277420;218;549;207;71.35;90.13;89.34;27.89;72.93;0;0;0;0;0;0;0;0;0
;8xG2YekjpQYLZLr8iWa6ZtFo79jYEhgySk5Khxq2MYbN;4vcmYPfLztUckU3c3FvXDwSq8aDNDqwEpvEiqAv97LGJ;0.3769415;0.3411325;0.002447;1341.0;571.0;769.0;0.0298612;0.003514;0.033362;1070.0;2612.0;1.014;35419016.0;164.0;175480;343;547;208;71.75;79.21;87.76;28.16;72.8;0;0;0;0;0;0;0;0;0
;FuvD3qqrVjuh355sBs1u8bUS3aU8NgknymLskPvtAc6N;FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9;0.37643926326530613;0.3408856632653061;0.0054962;1315.0;541.0;774.0;0.0266097;0.00346;0.0300574;1070.0;312.0;1.016;34873185.0;1372.0;1468040;71;271;209;71.62;62.89;80.0;64.47;72.67;0;0;0;0;0;0;0;0;0
;E5SvX7hHVMtkEeN8tjxqzePas1HXiepW6gkqzvLPdjhp;44VSCibTpr8Fn1Hk8fazhkuSrrSTYZX2f76b2xqKPwmt;0.3763303027777778;0.3321884027777778;0.0184546;1345.0;575.0;769.0;0.0221399;0.0035601;0.0256873;1045.0;1485.0;1.012;35520685.0;288.0;300960;201;26;210;66.89;88.03;59.34;96.71;72.54;0;0;0;0;0;1;0;0;0
RockawayX Infra;RBFvvcGPBpgkBYmJGsphoDQJD8sszSuorM7TorWm12Y;RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM;0.37608991180555557;0.34413071180555554;0.0052153;1314.0;551.0;762.0;0.023305;0.0034519;0.0267439;1098.0;736.0;1.039;36287440.0;576.0;632448;124;294;211;73.32;58.68;67.5;61.45;72.4;0;0;0;0;0;0;0;0;0
Waterloo Blockchain;gGQb6ZcDG7fsVLWTvXZ1LLoY348tc1zcP2wkh8kshrk;uxqVAFQfox97HazsPtkKiwhypQH6jEGXkQBHDtXshrk;0.3758389642857143;0.3556144642857143;0.001769;1288.0;522.0;765.0;0.0150807;0.0033854;0.0184555;1115.0;3853.0;1.511;32501218.0;56.0;62440;609;640;212;77.79;33.82;13.55;15.92;72.27;0;0;0;0;0;0;0;0;0
Coinbase 05;ERut3CwqVeoa616QBaoHc5jL52RpkXjZZZ7MeaMaCtLi;6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4;0.37544702341040465;0.34173142341040463;0.0073695;1316.0;550.0;766.0;0.0228962;0.0034621;0.0263461;1088.0;310.0;1.01;35670674.0;1384.0;1505792;69;169;213;72.14;63.68;65.66;77.89;72.14;0;0;0;0;0;0;0;0;0
Ha1iad3;Ha1VoTEPWFQp1wZjbQhBNXJftuHvimu1ruzF3xKYRPDQ;Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU;0.3751202981481482;0.3253693981481482;0.0199759;1375.0;614.0;761.0;0.0261467;0.0036411;0.029775;1023.0;474.0;1.085;37651107.0;864.0;883872;105;20;214;60.58;94.21;78.55;97.5;72.01;0;0;0;0;1;1;0;0;0
☄️ The Mandalorian ☄️;42XzJdJvr1qE7zdEnPQhV5PsN9eyAcR45SWpTrifW1JB;7G4RfctwLLgqG4ZWfCirU8dfJd87mKQWgB4EHQRv8i7v;0.3746377823529412;0.3506483823529412;0.0041164;1293.0;531.0;761.0;0.0164798;0.0034043;0.019873;1100.0;3153.0;1.013;35047167.0;136.0;149600;389;396;215;75.95;39.74;21.45;48.03;71.88;0;0;0;0;0;0;0;0;0
Watchtower;9jYFwBfbjYmvasFbJyES9apLJDTkwtbgSDRWanHEvcRw;6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE;0.3741415188311688;0.34831491883116883;0.0029057;1310.0;542.0;768.0;0.0194914;0.0034416;0.0229209;1101.0;701.0;1.012;35186490.0;616.0;678216;121;514;216;74.77;54.21;40.66;32.5;71.75;0;0;0;0;0;0;0;0;0
FREEZZ;77i1Ryv5bLp45yNeJCwCU28f37fGYspvRtGbNyxsD6Qe;G4GT8z4AKWNoy3x6nuzxW83UfFXLXzrwn7DZQt4GvWdU;0.373717985106383;0.350318085106383;0.0054115;1272.0;546.0;726.0;0.0146522;0.0033475;0.0179884;1103.0;2128.0;1.119;35523978.0;188.0;207364;285;276;217;75.43;22.76;11.71;63.82;71.62;0;0;0;0;0;0;0;0;0
Bandito Stake;CwSZ17woioM2bqEbaswZJYvx5pemN6t3shBcU6zqPHyG;7Hp1e6BrTBkbBN4wFiNmycPVPsjvyUUBL2tGhYEMT6gt;0.37361518235294117;0.34648838235294116;0.0009473;1122.0;465.0;656.0;0.0232085;0.0029802;0.0261795;1087.0;3211.0;1.03;30496776.0;136.0;147832;394;714;218;73.98;2.37;67.11;6.18;71.48;0;0;0;0;0;0;0;0;0
THW Validator;THWfRpcJSC7oDrNMSCcixTZmCHVBTEVQL4qnd1UTD1x;THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1;0.3734402592592593;0.3211217592592593;0.0247408;1382.0;618.0;763.0;0.0239689;0.0036213;0.0275777;1009.0;1985.0;1.013;35032639.0;216.0;217944;269;10;219;57.69;93.16;70.79;98.82;71.35;0;0;0;1;1;1;0;0;0
Quatro;5orRi4tMEGneZ9U2y381JnBEnsqFJDBSNQLhBn98Bkcv;FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH;0.37306978483412323;0.34199618483412325;0.001932;1311.0;543.0;768.0;0.025694;0.0034601;0.0291416;1082.0;507.0;1.015;35567232.0;844.0;913208;101;617;220;72.27;63.16;77.24;18.95;71.22;0;0;0;0;0;0;0;0;0
Adrena;adrePWHJJQNNuMfK3QrBKXDZZuRFPRjhovMMeSr3Drz;adre1Xia7ekGsEqNgHeFc7MYwkfzTQNeJgQmZ2agAKZ;0.37261077857142855;0.32997517857142855;0.0153559;1204.0;462.0;742.0;0.0241397;0.003151;0.0272797;1036.0;8002.0;1.057;28397241.0;56.0;58016;630;43;221;65.44;4.61;71.45;94.47;71.09;0;0;0;0;0;1;0;0;0
Stakeconomy 🚀 Jito MEV + Triton.One;GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt;4QNekaDqrLmUENqkVhGCJrgHziPxkX9kridbKwunx9su;0.3724832;0.342484;0.0054923;1301.0;534.0;767.0;0.021076;0.0034436;0.0245069;1075.0;3064.0;1.011;35253395.0;140.0;150500;386;272;222;72.54;55.13;53.55;64.34;70.96;0;0;0;0;0;0;0;0;0
Soldea Kitchen;Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR;2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C;0.37247016585365855;0.34044286585365857;0.004741;1323.0;556.0;766.0;0.0238091;0.0034893;0.0272863;1068.0;2614.0;1.014;37224614.0;164.0;175152;344;338;223;71.48;73.42;70.13;55.66;70.83;0;0;0;0;0;0;0;0;0
SoLyrae;DPhzpiNGU9C6576uLsNSHmdi2AxwxpjMsRdh2iVC4TPh;7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB;0.3721431333333333;0.3363853333333333;0.0114597;1404.0;634.0;770.0;0.0206033;0.0037083;0.0242981;1056.0;2342.0;1.076;38763744.0;180.0;190080;322;73;224;69.78;97.5;49.87;90.53;70.7;0;0;0;0;0;0;0;0;0
zim.one | 0️⃣0️⃣;Hmq1oALENff8DejgYhJxB4njb6pyCtuMKKxotdZicB4n;2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq;0.37197967391304343;0.32622717391304346;0.0094363;1276.0;534.0;742.0;0.0329674;0.0033605;0.0363162;1033.0;2195.0;1.141;33357823.0;184.0;190072;323;110;225;61.76;26.18;91.97;85.66;70.57;0;0;0;0;0;0;0;0;0
TopReward;5DnWqsJceNamPNNUpMnVr1XQ8anSxcj9TXRD5Rn52prJ;TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG;0.37158575;0.34570125;0.0033407;1489.0;714.0;775.0;0.0185942;0.0039686;0.0225438;1084.0;13410.0;1.012;47695066.0;32.0;34688;701;468;226;73.72;99.47;35.39;38.55;70.43;0;0;0;0;0;0;0;0;0
Magic Eden Validator;magiCChVWbehZ1e3XqQfLh164yUfQ8LnRWgSP9i4oFp;MagiCBYNPD9iTBXqiFybAFCREQzG6MSM4LmFLXQZxuV;0.37127503124999994;0.34460453124999996;0.0075233;1278.0;533.0;745.0;0.0157968;0.0033628;0.0191472;1082.0;2169.0;1.056;34100970.0;192.0;207744;283;164;227;73.46;26.97;18.03;78.55;70.3;0;0;0;0;0;0;0;0;0
TIEXO;7zKQnt19j7aZ1YjzBk6UUUdr5dGb65A36kW1TYAbB6b7;8aPHvzVV91jZF948tykkoF6WfgLHppNfG8Z3V4gCrDix;0.37087821666666665;0.3147129166666667;0.0079968;1370.0;586.0;784.0;0.0445931;0.0035885;0.0481685;987.0;8930.0;1.012;37656829.0;48.0;47376;673;155;228;50.46;90.92;97.63;79.74;70.17;0;0;0;0;0;0;0;0;0
🍞 STAKERY 🍞;6D9w8FRw5EFr5qtZEphPpughN3W8zc8p6zMXg4PFuaXL;AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP;0.37055322142857144;0.34810982142857144;0.0044028;1304.0;532.0;771.0;0.0146115;0.0034408;0.0180406;1092.0;7647.0;1.016;33891609.0;56.0;61152;623;380;229;74.38;53.95;11.58;50.13;70.04;0;0;0;0;0;0;0;0;0
Exo Tech;6q1VNp8Vy2Go12vb8CwbjUqqj2SXr2JYftJRWs71sW23;mineL1YNwcRnxN93B2sX6q22R11WfRqxnY4NBV8KfFY;0.3705423;0.337995;0.0057582;1310.0;550.0;760.0;0.0233653;0.0034356;0.0267891;1061.0;1045.0;1.02;34898524.0;412.0;437132;160;258;230;70.43;51.97;68.03;66.18;69.91;0;0;0;0;0;0;0;0;0
;9BSZriSFS8Yb835exZwTLN19Dqy9B43yvuMAAdL3nBvz;sce2zXNjLpPMcSCATTrLiQhAAvHNNMKypTFVtg2H37U;0.37039628461538465;0.35156038461538464;0.0;1308.0;539.0;769.0;0.0153995;0.003449;0.0188359;1103.0;8129.0;1.034;33710551.0;52.0;57356;633;746;231;76.22;56.97;15.66;0.0;69.78;0;0;0;0;0;0;0;0;0
Project 0 Horizon;mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn;mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD;0.37019364062500004;0.321661640625;0.0037009;1399.0;630.0;769.0;0.0411257;0.0037172;0.0448311;1028.0;3353.0;1.011;37424482.0;128.0;131584;424;431;232;58.08;97.76;96.58;43.42;69.65;0;0;0;0;0;0;0;0;0
Sign Labs 🤟;91413b9eEvG6UofpSgwdUgH9Lz4QBF1G3J325Bw7JwGR;6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB;0.3701288096774194;0.3421237096774194;0.0033328;1335.0;566.0;768.0;0.0211582;0.0035285;0.0246723;1073.0;3427.0;1.027;36880668.0;124.0;133052;420;471;233;72.4;82.5;53.82;38.16;69.51;0;0;0;0;0;0;0;0;0
;JDMq8hxZnad2smKLGkFbfg8zVMZHKQcMugD4tMR9u2da;DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4;0.36912832047781563;0.33981552047781566;0.0023262;1326.0;563.0;763.0;0.0235043;0.0034935;0.0269866;1066.0;181.0;1.028;35919326.0;2344.0;2498704;45;565;234;71.09;74.74;68.68;25.79;69.38;0;0;1;0;0;0;0;0;0
Hamsa;8uEgdseqbUrDLfmHbUpTHoH1LLRxeViYDk7K6NdXKRYM;CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2;0.36897636211453744;0.33970176211453745;0.0017073;1327.0;560.0;767.0;0.0240817;0.003498;0.0275673;1077.0;472.0;1.015;36418606.0;908.0;977916;99;656;235;70.96;76.18;71.18;13.82;69.25;0;0;0;0;0;0;0;0;0
SolX +Mev;SzNm2zDpK3eJmSYR21pRaQ5b4wQ37ecds6det5YCZFP;ECeaWy82CxpeJQr3EG3XNmYXc9NrVeWDH5ag9Lt6TPVR;0.3688188789473684;0.3352290789473684;0.0048568;1316.0;546.0;770.0;0.025299;0.0034462;0.028733;1071.0;5644.0;1.01;36645516.0;76.0;81396;535;322;236;69.38;55.92;75.92;57.76;69.12;0;0;0;0;0;0;0;0;0
Validator 1;steakxfubt37xYdvuXz7BV5Uhhhk1FyJx9zGHfDcTVr;EUDis6LJeJzDHTEBgfHGQyjHp63XZkGkx4E69xunC2Ej;0.36880655185185185;0.3080893518518519;0.0179833;1322.0;583.0;739.0;0.0392589;0.0034868;0.0427339;978.0;3706.0;1.119;36746533.0;108.0;105624;471;28;237;43.36;71.97;96.18;96.45;68.99;0;0;0;0;0;1;0;0;0
Bubbles;BH2PMb9vuHxkVFMMHbH8iudCoBfUoX5tVaHfnEkKJ2gQ;H9ENbtmy2tWFtAJNmpC8xQtbcr1NTp4FXLdphRaG8L2T;0.3686529282051282;0.3346551282051282;0.0020196;1345.0;570.0;774.0;0.0284475;0.0035432;0.0319782;1050.0;1380.0;1.01;37083751.0;312.0;327600;190;602;238;68.73;85.79;84.61;20.92;68.86;0;0;0;0;0;0;0;0;0
;CMPxjQDTDyXKh3ZsKP7HLwi3tvgSVpFtLJYMxbeNZE68;EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm;0.36856655776081426;0.3108661577608143;0.0095362;1540.0;754.0;785.0;0.0440741;0.0041091;0.0481642;976.0;273.0;1.01;45629558.0;1572.0;1534272;68;108;239;45.6;99.61;97.5;85.92;68.73;0;0;0;0;0;0;0;0;0
;2zxo26eJJSryYa5fdMRoWWvPTx8aoeqZHe6L4767sCaN;scs1NCSTafrUX6RBx113B9YDCepo1QdEzU8WwEkf25i;0.3676530538461539;0.3506111538461539;0.0;1249.0;511.0;738.0;0.0137635;0.0032892;0.0170419;1103.0;7561.0;1.221;32802498.0;52.0;57356;634;747;240;75.82;13.82;8.29;0.0;68.59;0;0;0;0;0;0;0;0;0
Radiants;radYEig9KGrMTMWbWRFV7LStotQbnLgPaEFHVDsudQz;radM7PKUpZwJ9bYPAJ7V8FXHeUmH1zim6iaXUKkftP9;0.367338134375;0.339687734375;0.007892;1170.0;450.0;720.0;0.0167206;0.0030462;0.0197584;1066.0;1628.0;1.054;26440583.0;256.0;272896;221;156;241;70.83;2.89;23.16;79.61;68.46;0;0;0;0;0;0;0;0;0
Hyper 🫨;DzQHN1oTdN85Sbku2bc9Fu9yEwrgRMiu2XbRcntZ31yb;HyperSPG8w4jgdHgmA8ExrhRL1L1BriRTHD9UFdXJUud;0.3671015136363636;0.34821261363636363;0.0;997.0;408.0;588.0;0.0162703;0.0026285;0.0188889;1092.0;2398.0;1.037;24698378.0;176.0;192192;316;748;242;74.64;0.53;19.87;0.0;68.33;0;0;0;0;0;0;0;0;0
;AZoCYB4VgoM9DR9f1ZFcBn8xPSbtbqoxZnKJR7tkvEoX;FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi;0.3669969236842105;0.3300444236842105;0.0038115;1343.0;567.0;775.0;0.029618;0.0035352;0.033141;1035.0;113.0;1.009;34632634.0;3800.0;3933000;17;422;243;65.57;83.68;87.11;44.61;68.2;0;1;1;0;0;0;0;0;0
SolGuardian;JnGGar3XbAN6J3cKGRbNajCuhqnc9XWrk6WWr6hDmuM;HcZvwZ83PfjrQDiq3GLHxisTs17aGURs6bJ2LwtmL4qv;0.3663516205882353;0.3295977205882353;0.0083369;1295.0;523.0;771.0;0.0250531;0.0033755;0.028417;1038.0;1052.0;1.01;34312907.0;408.0;423504;163;139;244;64.91;31.84;75.0;81.84;68.07;0;0;0;0;0;0;0;0;0
Astraeus;NDf9Pv6TAxTDPR6ud3djsd2Ux1WS2m2YfTw4qEmSnQH;2dfgsiSaZ51QYPsECMYMG247PXxyKdwkV9wTHoQb8YEC;0.36590526860465117;0.32753566860465116;0.0145113;1394.0;620.0;774.0;0.0201867;0.0036848;0.0238583;1029.0;1247.0;1.01;38374449.0;344.0;353976;179;51;245;63.21;96.58;46.45;93.42;67.94;0;0;0;0;0;0;0;0;0
GREED Academy - funding education;GREEDkpTvpKzcGvBu9qd36yk6BfjTWPShB67gLWuixMv;GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc;0.3658618143884892;0.3355445143884892;0.0065968;1293.0;525.0;768.0;0.0203295;0.0034022;0.0237205;1056.0;771.0;1.01;33142786.0;556.0;587136;134;203;246;69.51;39.08;48.03;73.42;67.81;0;0;0;0;0;0;0;0;0
;FN2BJjzy7WMRAqMNwzZrv5iDmHaNwukyFMfWCc6FxZDw;74Xkp2iLXm315h69sFRiCFjmKnaWkMV8W2LgJwPRSgN5;0.36562266216216216;0.33488466216216217;0.0090205;1245.0;478.0;767.0;0.0184583;0.0032723;0.0217175;1052.0;2896.0;1.013;29556283.0;148.0;155696;379;126;247;69.25;12.37;34.21;83.55;67.67;0;0;0;0;0;0;0;0;0
Elysium 🧊 0% fee;3R4effnUPr3sDo5wdegPBnqTmKTZhKkbgL1wxYw7w4B6;As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am;0.36557469117647057;0.3331616911764706;0.0089489;1286.0;511.0;774.0;0.0201048;0.0033711;0.0234641;1053.0;3154.0;1.013;33239138.0;136.0;143208;402;128;248;67.81;30.53;45.92;83.29;67.54;0;0;0;0;0;0;0;0;0
Ded Monkes;dedxrPfNqPKBRmUyP9LDkaitpQzU6PD44jA6GP9Ndhk;dmMwc4RazLHkvDZYrWAfbHQ6cViAvNa5szCJKaiun8S;0.3653975464285714;0.3253079464285714;0.0027595;1229.0;485.0;744.0;0.0340843;0.003257;0.0373301;1023.0;3556.0;1.147;31553243.0;112.0;114576;451;527;249;60.45;10.92;93.29;30.79;67.41;0;0;0;0;0;0;0;0;0
BULK;BULKEEKf9Hjy4nwCthjzheEk4joH23LLXttAHjqEZmB2;BULKzVM41WAyQZfL34vxqdsYwEYH9mJAJyzRS4xraf8b;0.3651770214285714;0.3329173214285714;0.0021777;1367.0;595.0;771.0;0.026484;0.0036113;0.030082;1050.0;1501.0;1.16;38879436.0;280.0;294000;207;580;250;67.67;92.5;79.61;23.82;67.28;0;0;0;0;0;0;0;0;0
StakeITeasy🚀High APY + 0% fee✅ + MEV🔥;vahVByZszdHguLa7U7GLz8UdUFN85mcwdkefiqVjtGt;vahMVcSS3v6uwyFormV7FDAUbQSHwmy6vUedp1P7L42;0.36482646226415094;0.34125146226415093;0.0045544;1316.0;549.0;767.0;0.0155769;0.0034556;0.0190206;1076.0;2022.0;1.012;36197791.0;212.0;228112;257;362;251;71.88;60.26;16.71;52.5;67.15;0;0;0;0;0;0;0;0;0
KAST;9RXDftY5xyhtYyzk4z7U9ddvBF2Z8DMfXmV6P6du9dxS;GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw;0.3647965904761905;0.3370686904761905;0.0047886;1297.0;528.0;769.0;0.0195429;0.0034084;0.0229393;1058.0;1277.0;1.01;34744220.0;336.0;355488;178;332;252;70.17;42.11;40.92;56.45;67.02;0;0;0;0;0;0;0;0;0
