Name,Vote Account,Identity,REV,Inflation,MEV,Tx,User Tx,Vote Tx,Pri Fees,Sig Fees,Rewards,Stake,Votes,Latency,CU,Leader Slots
Wave,H1kyn75BFTXr8QRmToRRvuEEmYan5n6M5APyfhMLau3b,By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt,0.3510261382978723,0.29546313829787235,0.0071265,1305,534,770,0.0450229,0.003425,0.0484365,927,2281,1.013,35222169,188
Honeybee 🐝 +Jito,QXmsTYFK7YT2BpP2AnvXwuRpfwmsJZpovLcUqdSjoK1,FSyAsxcE7g8pSSEu5nx7Hkz44rMZiYio5Wz8Lszh3Nbi,0.35100601875000004,0.32691171875,0.0046883,1269,505,763,0.0160932,0.0033251,0.019406,1025,3351,1.013,33831281,128
Forbole,76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,forb5u56XgvzxiKfRt4FVNFQKJrd2LWAfNCsCqL6P7q,0.3509071069767442,0.3154754069767442,0.0112666,1380,610,770,0.0205363,0.0036421,0.0241651,1013,2472,1.082,38221067,172
,4CjWMmjGtRAZH6unY8EAzDYHWKUoPKqkZoFNrgxSGnyc,7tqeaFKsg2K9xKnQWe61w71AtCZVMQvG4hbFAiFAngYw,0.350405525,0.324158625,0.0056069,1286,518,768,0.0172658,0.0033864,0.02064,1017,894,1.01,33592939,480
Lilith,1i1yax3thZfiV8id5HTA61bjsxEi4pbjmhXsqy6JePP,1i1yPyh843bTfi5qPgqozTbDcEX65rUNEFcUT2KAs2i,0.3502778666666666,0.3316996666666666,0.0040652,1309,546,763,0.0110795,0.0034466,0.014513,1040,7145,1.012,35754129,60
,HxYHGzR58gyf6c4JAX85eK8GVuaZU2zne4be82Lq9SBQ,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,0.3502735679930796,0.3201119679930796,0.0033618,1313,540,773,0.0233589,0.0034536,0.0267998,1004,185,1.008,34898353,2312
Kiln1,DdCNGDpP7qMgoAy6paFzhhak2EeyCZcgjH7ak5u5v28m,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,0.3502284721991702,0.30795867219917017,0.0188201,1298,523,774,0.0200526,0.0034092,0.0234497,966,63,1.009,31626715,6748
SolBlaze,SBLZib4npE7svxFA7AsD3ytdQAfYNb39c8zsU82AA2E,sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux,0.3500983,0.319009,0.0065591,1281,537,743,0.0211713,0.003371,0.0245302,1007,1883,1.189,34792534,220
,G2W5QfMSBYXT5NNWEG8jSN9ZMqvVoaon3DMHMQ3BV7Bj,AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,0.3497960067193676,0.3170461067193676,0.0067378,1326,559,766,0.0225411,0.0034834,0.0260121,994,212,1.011,36057617,2024
Coinbase,beefKGBWeSpHzYBHZXwp5So7wdQGX6mu4ZHCsH3uTar,XkCriyrNwS3G4rzAXtG5B1nnvb5Ka1JtCku93VqeKAr,0.3497871336683417,0.3113467336683417,0.0056808,1354,579,774,0.029206,0.0035661,0.0327596,994,539,1.009,34059983,796
,oixpqSNX7CKWHw93ViA8u1CcLzZXDmacKJjV4AvxMZE,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,0.34977869512987014,0.32357549512987016,0.0015959,1312,549,763,0.021161,0.0034577,0.0246073,1015,172,1.028,35837525,2464
1dad | Solfège,1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE,FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,0.3497466151162791,0.3212492151162791,0.0064195,1317,568,748,0.018618,0.0034708,0.0220779,1008,1216,1.052,35451789,344
Bluestone 💙,SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,BLUEHGDihXD9CqqC5XFSQzDC3aS5jASohb2BAsXaJokR,0.34970002499999997,0.325865625,0.0032402,1313,545,767,0.0171497,0.0034575,0.0205942,1022,3352,1.012,36946441,128
Aurora Validator,34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,3V2xaccDpFib4DbTksdiveNDmiwpXBqSWyjSof3w1Bg7,0.34968112592592593,0.31363592592592593,0.0056048,1284,515,769,0.0270914,0.003361,0.0304404,986,3967,1.015,36462269,108
PoH PoS,7KVnUL45FH4N8Z7x1dnvJ7GzMx12cs81mS26mHzNjQPN,HLnodbYkL5PFA8hjAZDkm5pGzV7eLTvcs671AW2L6St9,0.3496650962382445,0.3210097962382445,0.0048096,1299,535,764,0.0204319,0.0034254,0.0238457,1007,334,1.021,34411377,1276
Forward Industries,3JD3jMmnR6g88qff2WZ3cMHJRjJMUk9yVZtmYTYeFrXf,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,0.34961856406685243,0.3030705640668524,0.0179259,1370,602,768,0.0250109,0.0036254,0.0286221,954,60,1.064,37047695,7180
,55L7AV93xRmx5F7rX1GCfsHxfYWNu4bKsG6f8tG6dFRo,5ikB9XZNVsjwKb6hHT3FS3So1Z1SrDvU5yaniWEQyDEG,0.34952119054054054,0.32076929054054054,0.010693,1234,462,771,0.0148456,0.003223,0.0180589,1023,1449,1.011,28392280,296
Absolute Guard,9G19HT8xqceG7mKQVSrTRS3DGnGqDHErPyQEaEfyWEuW,3WDh9HgusCujDmXCVhophLrHvoKHQd1Sd4uFHz1Awo35,0.3489798803921569,0.3116784803921569,0.0131162,1287,516,770,0.0208277,0.0033698,0.0241852,978,2104,1.011,32929223,204
Mellow Yellow,YE111yizdzBA7JQKMXjy9VSx1shKAczUbs3b3e6vKQH,YE11a5nVJtUNqsojkphYuWc7StqBzbCeFH6BjhAAUEV,0.34897890000000004,0.3197997,0.0094217,1243,518,725,0.0164982,0.0032704,0.0197575,1003,4145,1.068,33695158,100
,BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD,BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F,0.3489491127659574,0.31708021276595744,0.0008939,1533,759,773,0.0268683,0.0041305,0.030975,999,1070,1.216,44204460,376
GlobalStake [Bare Metal],FdGcvmbpebUwYA3vSywnagsaC3Tq3pAVmcR6VoxVcdV9,BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,0.34894516923076924,0.29838476923076923,0.0156404,1388,610,778,0.0312583,0.0036742,0.03492,936,1645,1.015,37253052,260
,2uXzxR2EZVaHE3CuaDaUJ8C9Qr54LMfwkY5BtRPAzbPE,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,0.3488098711075442,0.31997597110754417,0.0017884,1305,536,769,0.0236223,0.0034357,0.0270455,1004,171,1.014,35228834,2492
,7kqphS3JdqYsp4kGvLZAi4siKRZFiU4qBrKZfkGdht4N,9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,0.34869282020202025,0.31195202020202023,0.0037656,1320,544,776,0.0295076,0.0034798,0.0329752,978,1083,1.01,33794702,396
0% Fees | Easy 2 Stake | Jito MEV,D3DfFvmLBKkX9JJNEpJRXpM1pYTVPQ5dpPQRc9F49xk4,2jS8AX38m8F9C5juToW1FmTufEbb1DfDzZJj9HSJcWwo,0.34869244878048783,0.3162030487804878,0.0064634,1272,503,768,0.0226887,0.0033496,0.026026,1008,2611,1.016,32496447,164
,3ZYJxzCeweSoh2Jj7oCgencFs9y27iKmXJeqYapje1cj,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,0.3485648226524685,0.30478522265246855,0.0062828,1343,568,775,0.033976,0.0035334,0.0374968,956,104,1.009,34645159,4132
mallow,mALLoAbdQrgsnm7kWJyPrhcQcmxfT73t8DaqEkpZNd6,mALL2W6DUgDDtcyurC9v5YTF2CMMeuRwPBkf6tEoG3y,0.3485538055555556,0.3225268055555556,0.0021191,1395,636,758,0.0202691,0.0036498,0.0239079,1012,5779,1.057,40708674,72
Bitwise Onchain Solutions,8GbwASqdpw4dVcwbWUxbHXMrjyQx2aKkoBR5H1GJF8iD,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,0.34852846930975473,0.32113956930975474,0.0015481,1306,533,773,0.0224121,0.0034416,0.0258408,1007,61,1.01,34424779,7012
Onii-chan~,BtuCWGCncwPkxBYkxSL4UBLAXxwhfLCYufp6Pucc8LnM,Uf7TePem6vihMBiRg2d1ivnoNtRapdATfe5o99NuZH6,0.3485233153846154,0.3273896153846154,0.0034444,1250,476,773,0.0144082,0.0032931,0.0176893,1027,8239,1.014,30792516,52
Stellium,Ste11vRHQJyQjcTKrDbTWAYsTXkX6PCnoEw3mSH3u2k,Ste1115xFGdAYK5jaWA3dEFcUc1S5jEbVvD8e327zty,0.3484549256410256,0.3123735256410256,0.0104609,1247,481,766,0.0223342,0.0032982,0.0256205,981,1315,1.078,28508634,312
StakeCraft,BDn3HiXMTym7ZQofWFxDb7ZGQX6GomQzJYKfytTAqd5g,WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,0.3483780046511628,0.3166511046511628,0.0099166,1345,580,764,0.0182597,0.0035632,0.0218103,1008,2481,1.031,35271622,172
Coinbase 04,AaVsZUEnrHUZoXC2oVgTY3GF5GGhzCTBGrjpBtuUWy1H,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,0.34831758812351543,0.31103748812351545,0.0041186,1345,567,778,0.0296397,0.0035344,0.0331615,976,127,1.009,34604884,3368
Rutgers Blockchain,FH5SX1WUubW9nD1rweZMofCHGhEp8qUMx3PksLfshrk,kREnNfJrPEHbrjSQDxmxZdGmN6hi7ewXZ3UZTURshrk,0.34807275833333334,0.31519145833333334,0.0034207,1350,576,774,0.0259535,0.0035217,0.0294606,989,4517,1.509,36728100,48
AutoStake ⚡️ 0% fee,D4mLBafAJjpRABT5Tyj6UhuwJ8DLRk74JzyuTMUdU9Fz,7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx,0.3480048166666667,0.3318079166666667,0.0015907,1036,266,769,0.0119468,0.0026658,0.0146062,1062,4460,1.014,17534236,96
Chronoflare,323d4ZiSqS1PwGwpJwD88jNPaGqkm7YYW2tJt2T8iFzo,Crg1X8FftV44NmwfFvgREjanBQmyyS7NEu6duLU7Cyy6,0.3478796139534884,0.31674331395348837,0.004635,1295,528,767,0.0231036,0.0034104,0.0265013,993,2491,1.014,34138257,172
Galaxy,CvSb7wdQAFpHuSpTYTJnX5SYH4hCfQ9VuGnqrKaKwycB,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,0.34776270122018854,0.30426760122018853,0.0128528,1367,603,764,0.0270385,0.003618,0.0306423,968,59,1.013,37249719,7212
Lifetime 0% fee + full MEV payout | Alphasearch,ALPHAthakWdoUxXJP6z8cjCkwrufcARXqi34EjShtFVT,ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R,0.34754412432432435,0.31952182432432435,0.0039957,1272,506,766,0.0206931,0.0033456,0.0240266,1002,1450,1.01,33061966,296
Puffin,PUFFiNkUHF2DMfbKeUcYTSQckDDtkswfxZCDv5WQqwp,puffinQSvKFriPbyE5atyx1ptfnyytovbzxybr1jsyy,0.34740512727272727,0.31311272727272726,0.0110881,1377,601,775,0.019587,0.0036305,0.0232043,982,1955,1.007,35932595,220
AndrewInUA,3QPGLackJy5LKctYYoPGmA4P8ncyE197jdxr1zP2ho8K,Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,0.3473278632653061,0.3195331632653061,0.0040811,1277,512,764,0.0203841,0.0033402,0.0237136,1015,2177,1.021,33154168,196
Blockchain at Emory,ySxF6XaSFSwU46iJbgyh2rAW5jagLbYULPtWvZCshrk,XAqHfPFsqTfAJHBRHAcEECkMSykXjkUj2Rta16Qshrk,0.3473190666666667,0.3259721666666667,0.0024457,1356,584,771,0.0153553,0.0035585,0.0189012,1023,3596,1.511,34992496,60
,privSGy4XbFCjzEkdLXssV8xMWRWWiWbJeDzh1emUyL,privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,0.3473146119402985,0.3149656119402985,0.0032554,1332,559,773,0.0256026,0.0035032,0.0290936,988,320,1.01,34484534,1340
validator.com,Va1idkzkB6LEmVFmxWbWU8Ao9qehC62Tjmf68L3uYKj,Va1idLRtYEtVFJFsvz8vtt1uCJgea4Q1zi2Rh3eraJh,0.3470732032258065,0.3154949032258065,0.0088955,1301,536,765,0.0192645,0.0034301,0.0226828,992,692,1.013,33619394,620
,E9W5kU2fnha9yp4RmFZgNNsRUvy6oKnB9ZyR9LC81WaE,FbYX2uN573G5WsgiPdHU6fS5PNUyjdXfGfpZNkYUuT4k,0.34690616928104573,0.31362986928104575,0.0017305,1317,547,769,0.0280909,0.0034678,0.0315458,984,175,1.013,35653111,2448
,8tjRQLzor4dP4qd1e7pVDdQmsdwdVv4kSeCVEHwWEiQW,Ex1AxFCipXGfSxgvXPPT3nPQUARddCduHwKR6jHiXAaT,0.34677790483091786,0.31918450483091787,0.0014511,1323,551,772,0.0226676,0.0034873,0.0261423,1014,518,1.01,36360485,828
,6TBdCtZjNYRoh97hJ3RHN992nwzC4oaj74hMnbnrJsE8,AG1PsJMQcutNUX64RD3bAhW7NpxWeFkqkgGizBznYFKW,0.34667789516129033,0.3053468951612903,0.0000998,930,152,778,0.0388322,0.0024029,0.0412312,958,1730,1.01,4239357,248
Orbyval,D3wscqsBCJGFzzoB7dB7wQfJzSEFVzu8Rxugfnfk7rdm,8cqck84coxk8TGXYBD95QosKCEA6fKwXLevcEv3oGmu8,0.3465822129310345,0.3139385129310345,0.0023465,1240,464,775,0.0270614,0.0032478,0.0302972,985,925,1.01,30888176,464
Nansen | Stake to Stack Points,2NxEEbhqqj1Qptq5LXLbDTP5tLa9f7PqkU8zNgxbGU9P,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,0.3463766,0.3173279,0.0044681,1302,533,769,0.0211651,0.0034276,0.0245806,996,166,1.01,34360258,2600
Everstake,9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,0.34636696521044225,0.31292386521044224,0.0071911,1338,570,768,0.0227371,0.0035279,0.026252,982,57,1.011,35424749,7508
Anagram Staking,4AUED4uj6nSTuANzaAUnGBPJQRmhpDYDwoWJNkoUUBBW,ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,0.34634540393873087,0.2989726039387309,0.0200564,1413,639,774,0.0235955,0.0037344,0.0273164,940,234,1.011,39091223,1828
,2Bgb4T6Zdy9iy2S3xxDRpwdgQHpitoDnZt5aBnCwv3Ez,ETuPS3kRfLufz5VSYN2ZrePoEVSZSpgVPKz3MUZpYe3x,0.3463370361111111,0.3037667361111111,0.0177321,1343,569,773,0.0213216,0.0035291,0.0248382,954,1489,1.011,34896264,288
Allnodes ⚡️ 0% fee,6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D,0.34620565739910314,0.31860645739910315,0.0062399,1254,483,770,0.0180859,0.0032849,0.0213593,1000,481,1.009,31038725,892
,J4ZJRgLhBcwFQpesq9jSWhian4czdVFJ2eo3WvhomQNq,anatWca4MKScN6y6zo5GEoao5ABy1BLHYLz5s2DnjZA,0.3460202,0.318651,0.0017409,1227,461,765,0.0223929,0.0032461,0.0256283,999,21414,1.014,31576052,20
Sphere,SPHEREcukWjz5VUiGU7Kh3fWeN4neyNw1ma2qQHXmrH,SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69,0.3459634545454545,0.3059204545454545,0.0091985,1331,563,768,0.0273285,0.0035282,0.0308445,961,2421,1.026,36213109,176
myhauz,BdM7KCd6ZYWcaCMmHVi8YeL4jFzDVM9cRLJUeRAGSvMS,AmhQFcGvH2hjkucP78rn6GMKSbstYwyFpCDVKZUwBGrG,0.345625,0.314858,0.0046952,1382,611,770,0.0224759,0.0036075,0.0260718,988,4254,1.025,37041377,100
Upbit Staking,GHViLgbrJdZDPb6sphRbeuPNM9cmjsFuGWzrTF1sKF5n,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,0.345580412244898,0.319976312244898,0,1293,530,762,0.022209,0.0034071,0.0256041,1004,85,1.053,33788541,4900
Unit 261,DvFTFLrEQSfEadPQdesvf5bpYWYqXK9iaJAjq95piQBs,4vdWYn2KbmQ3Dns5wVBfz4CFQDds4b7CpsC8MHBhHAib,0.3453953923076923,0.31098269230769227,0.0120584,1307,544,763,0.0189048,0.00346,0.0223543,975,8161,1.031,33359091,52
Guardian Validator,gVot34jauJpexBL2YUSPBKsmZ4V2ffmDcRk4yfSEnx8,gVALrRd3xq4D62KJNGDCpMMGz976w2x1Vo79mSNn4bh,0.3452460857142857,0.32071428571428573,0.0060751,1325,588,736,0.0149107,0.0035579,0.0184567,1006,7079,1.173,36112309,56
fd1.zip 📦,fdvtuDvWJZ89Z7TmeLjCwxgoLcmoEWNxruV48DvJtfm,fdzip81euDS8jEZHx5H1mn27zGVMLzkgpQuzYRBfBYG,0.34523772391304347,0.30229842391304346,0.0024308,1312,526,785,0.0370679,0.0034528,0.0405085,948,2331,1.011,31825753,184
Dust Eleven,dstqVmt3cDH43Ux2SeTY2Hza1eVW6pwGLwehWCLfuPd,dst2u7mXMyDvb14cSErRNA1mxH1d5VXbSXgZ3DKE9xH,0.3452111125,0.3087978125,0.0108289,1319,552,766,0.0221474,0.0034499,0.0255844,969,6698,1.012,36307083,64
,72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7,5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,0.3448898303030303,0.3179430303030303,0.0015962,1310,542,767,0.0219197,0.0034434,0.0253506,997,170,1.014,35242839,2508
Stakin by The Tie,4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN,23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,0.34420963566433566,0.32108683566433566,0.0016318,1315,544,771,0.0180579,0.0034451,0.021491,1024,760,1.011,34604918,572
DawnLabs | 0% Fee + Block Rewards Sharing,8zuMRTXThoPTTPLLvaiKiJshLLCqGMt9BdRjjCL19xBc,4k6wgP5WPBKQpsFGtzuXNrjcTE2fKWLj17nDvFeG5zSF,0.3441311447368421,0.3052116447368421,0.0085175,1313,555,758,0.0269565,0.0034589,0.030402,957,2823,1.012,35755402,152
,6jzDwKeR21EFHwaRgZMefMxJ9D2vnQRqfYxkpUuJppPh,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,0.3440491431451613,0.3111641431451613,0.0062076,1289,522,766,0.023297,0.0033928,0.0266774,976,216,1.009,34335679,1984
EAT TRIBE,EATzgj3KL3NAkaSKv8JFXPJahGueMbvTdVZj4zD9nQiV,EATpCzQNs8BzZh1mx1hXMAJm3o1MLXakTXr4UEmcsY7f,0.34402108947368415,0.3235207894736842,0.003073,1291,524,767,0.0140115,0.0034264,0.0174273,1015,5616,1.019,33643395,76
AG 0% fee + ALL MEV profit share,F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,G2TBEh2ahNGS9tGnuBNyDduNjyfUtGhMcssgRb8b6KfH,0.3439381426356589,0.3173080426356589,0.0021897,1320,549,771,0.0209745,0.0034787,0.0244404,1016,415,1.013,35628831,1032
johndoe,EcjtYtuxBuupjeyXNdttATwoQoNL5Ck7bmrqDCj3ALT4,9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f,0.3438366032258064,0.3158904032258064,0.0063416,1373,615,757,0.0180228,0.0035948,0.0216046,998,3456,1.014,38149015,124
OtterSec,23XqhxnRHt5gQWHowvyRHDX4Ky6BZyFdYxjTzxx2QEFr,3psxMyr7rQzywVp1MXKd1XFmFz33NjydzCoJx9t2sMQW,0.3437494878136201,0.30374458781362007,0.005803,1325,551,773,0.0307253,0.0034888,0.0342019,954,383,1.014,31507568,1116
Orangefin by SOL Strategies,oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe,DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA,0.3436843142857143,0.3198664142857143,0.0040227,1297,529,767,0.0163955,0.0034116,0.0197952,1004,613,1.01,34298087,700
,G9x1mqewTeVnXLmv3FamYD5tq1AdS395RHH3MLQPj6TY,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,0.3435478673652695,0.3088825673652695,0.0032857,1343,565,777,0.0278586,0.0035335,0.0313796,969,107,1.009,34664791,4008
DoubleZero x Temporal,DZVSbEJQfAFftodtveLseuzc1Beqm239usKJhx9TiBRL,DZv25oNCWFvGXu9tH63BiAXvG94syweGZhbvdN3HxDxT,0.34329122228260867,0.3099876222826087,0.0027357,1366,582,784,0.0269854,0.0035956,0.0305679,972,575,1.034,35145435,736
bloXroute US,DSzLJLUQD55sxaCsJBHLFSV1SYngMmT7oY8rLpFhyGgb,DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv,0.34293498653846155,0.30525908653846157,0.0105567,1326,553,773,0.023648,0.0034821,0.0271192,958,2097,1.015,31278403,208
Anode ⚡️ Beta,AnodeNCzJGQ7QwheFqJr6EknKGa72m6XHiLtDQiXcmEc,6Rk694kh1QTyQkirdb1uDZmS5xqG9bNaYtxx8d311Mr7,0.3429305285714286,0.3209414285714286,0.0050007,1321,561,760,0.0135441,0.0034558,0.0169884,1007,5066,1.023,34132683,84
LakeStake,LAKEuKJQYVFpf4vyjX7iuf9ajHo3k9FiyewYKf6VxPV,Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL,0.34277627258064514,0.30658407258064513,0.0034786,1305,541,763,0.02929,0.0034346,0.0327136,962,1719,1.021,34201537,248
binance staking,3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,0.34270859446935725,0.30915579446935726,0.0053046,1293,524,768,0.0248521,0.0034078,0.0282482,974,31,1.116,33581660,13380
Gleam,G1EAMrJcvzs5SwqAQRgDTjYBEGrxxJVwNS7qiUtB3akg,G1eAmANVWf6ZeoxG4aMbS1APauyEDHqLxHFytzk5hZqN,0.3424496142857143,0.30141321428571427,0.00925,1291,558,733,0.0283489,0.0034475,0.0317864,945,7442,1.056,35118161,56
,FsT844wGgZg7MLR9Uc9T9qHQxmSoFVanhfgAEQvS966r,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,0.342435304664723,0.309736304664723,0.0034333,1342,570,772,0.0257297,0.0035488,0.0292657,975,313,1.011,36414448,1372
Overclock,AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,0.34243009746192893,0.3124964974619289,0.0055625,1285,517,767,0.0209958,0.0033866,0.0243711,996,272,1.012,33709807,1576
Chorus One,Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,0.34235359411764704,0.30485329411764706,0.0096417,1344,572,771,0.0243353,0.0035366,0.0278586,956,316,1.01,35576909,1360
,1ggyFRMuSB33BM6oNiDTt9YovbJnYoVow6yEsHhkaFh,1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,0.3420856333333333,0.3079658333333333,0.0022468,1402,635,767,0.0281834,0.0037025,0.031873,971,4221,1.238,36815406,96
BrewlabsHQ,votem3UdGx5xWFbY9EFbyZ1X2pBuswfR5yd2oB3JAaj,icex1C6pnZxznQWiHZZANjGU8nZ8kNquFnjyY7XXrXE,0.3420361238095238,0.3139420238095238,0.0070323,1336,575,761,0.0175549,0.0035175,0.0210618,990,4789,1.366,30150470,84
Kraken,KRAKEnMdmT4EfM8ykTFH6yLoCd5vNLcQvJwF66Y2dag,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,0.3417807649072753,0.3123020649072753,0.0057677,1313,546,766,0.0202655,0.0034578,0.023711,980,153,1.012,35148127,2804
Anza,anza1Vgz2kcN9Qo6ECvf43v8RxBzQ7UpvxFoxJtLmGz,anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd,0.34174306161616164,0.3139536616161616,0.001533,1318,547,771,0.0227972,0.0034726,0.0262564,986,1082,1.013,35428009,396
,CKYFpKErmUn75nS3uNcNCPXUxWSpuBqbwMM3QnwPEFHX,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,0.34154910105708247,0.3136140010570825,0.0021811,1314,541,773,0.0223044,0.0034625,0.025754,988,113,1.018,35176798,3784
,HimWQUK61d9wxhw7EYu9jUje7xQiDs4jKexaTSvuCmXE,9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,0.3409185064102564,0.3125290064102564,0.0017318,1315,543,772,0.0231994,0.003471,0.0266577,987,91,1.016,35277164,4680
Staking Facilities | MEV 🔥,DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,0.34076839388249547,0.31124009388249546,0.0022614,1321,547,774,0.0238085,0.0034708,0.0272669,1000,65,1.019,34943833,6604
Tane,6AAeoHYMUQfSdFGqubUmWVAasFkzJEq47oKpHNNTZxLN,DnQBmTJyLbBMgJYQLJDqJz25AJModNkyexL5LdVRGnG4,0.34072081428571427,0.31133371428571427,0.0105522,1281,554,727,0.0154941,0.0033517,0.0188349,977,2965,1.066,36777702,140
SkipLine,sdo2QoiSsPknraeCts5GeBkV3AYDdtuxJ3VpYCS1CxR,4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf,0.3406807333333333,0.29486833333333334,0.0033727,1322,556,765,0.0389793,0.0034714,0.0424397,925,6705,1.115,34404397,60
Syncnode | 0% Fees  | Genesis Validator,7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o,8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,0.34059202631578944,0.31279052631578946,0.0047996,1280,515,765,0.0196415,0.0033727,0.0230019,991,1881,1.012,34112575,228
Citizen Node,CtzNnqzSLwNtkzi2yEWvq4w3GYQ5gSpCagqFZ5TbdSKb,CtzN7ysR5rX69qd168Aosbuc83mPozhi81bEHbG7ecNP,0.34058626315789475,0.31392276315789475,0.0082615,1195,473,722,0.0152764,0.0031358,0.018402,985,5477,1.057,29720793,76
GERSIA,GZgVV7MMweKm11hh8z8Nui9kRo3VxUVr2qgmkDdtJesa,7HMHSdQkjDwz9Q5zAhEy83uzW3XHJchjdpMYapKXcKt5,0.34057408888888885,0.31466638888888887,0.0075095,1303,540,762,0.0149647,0.0034453,0.0183982,987,2947,1.029,31738642,144
