Name,Vote Account,Identity,REV,Inflation,MEV,Tx,User Tx,Vote Tx,Pri Fees,Sig Fees,Rewards,Stake,Votes,Latency,CU,Leader Slots
Solana Mobile Validator,SKRuTecmFDZHjs2DxRTJNEK7m7hunKGTWJiaZ3tMVVA,6XKqyUVUcpe3CNucjF6gk5zonJDqNGvob6kaTy4Ps1U,0.3086206807106599,0.2856328807106599,0.004178,1243,476,766,0.0155583,0.0032623,0.0188098,896,541,1.02,31045639,788
Moonlet,GMpKrAwQ9oa4sJqEYQezLr8Z2TUAU72tXD4iMyfoJjbh,5XKJwdKB2Hs7pkEXzifAysjSk6q7Rt6k5KfHwmAMPtoQ,0.3083790868421053,0.2770534868421053,0.0081525,1296,530,765,0.0197797,0.0034055,0.0231731,873,2814,1.017,33413612,152
Raposa Coffee,rapxbkwBSSvtqRFrsY83f51oUuZNuVXci74MuzYhiCy,rapXHroUoGG3KvZ3qwjvGMdA7siWXwXpiNC1bYarvSC,0.30832893333333333,0.2901458333333333,0.0021598,1315,542,772,0.0125405,0.0034983,0.0160233,933,11860,1.014,36159703,36
Appleyello,78QvBqfkWbDbyo1DMb2ku42r1UfxecwptjbPWJqxkX6E,5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec,0.3080204129032258,0.2510641129032258,0.0305958,1334,565,768,0.0228419,0.0035315,0.0263605,788,1150,1.016,36758404,372
P2P.org Labs,7qTwituXJJ5dtUwBZXjMNgtAyXJbx3X8V4B9gXFRjK9d,8ZQg3K1V1Z2BVJkjmnxpi43WKhjPGXphzu5QmBkJibSP,0.3072480810810811,0.2746585810810811,0.0053616,1377,609,768,0.0236196,0.003622,0.0272279,862,1449,1.011,39199046,296
0base.vc 🇰🇷 | MEV 🔥,5BAi9YGCipHq4ZcXuen5vagRQqRTVTRszXNqBZC6uBPZ,zeroT6PTAEjipvZuACTh1mbGCqTHgA6i1ped9DcuidX,0.3069494901960784,0.2641804901960784,0.0162806,1367,594,773,0.0229059,0.0035947,0.0264884,829,2098,1.014,36702638,204
🔥💃🇸🇬 CeriumXYZ,Cer1umMkC6cvRGKKLP3QwxsdxsgxmC1EhqMhB1mqVvYZ,idCE5k2BtTpwXdwAC7Var1enT9reut9fWECcxQP7LY7,0.3066078058823529,0.28425970588235294,0.0023815,1222,500,722,0.0167595,0.0032187,0.0199666,893,2016,1.109,32038446,204
,GVYt3tbokX7mH4i86AA6Nh5hPiHEekercNZyNevviotL,9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,0.3059266,0.2749645,0.0033393,766,427,339,0.0255318,0.0020918,0.0276228,950,981,3.215,28564613,240
Edgevana,EdGevanAjM8a6Gg9KxBVrmVdZAUGAZ9xaVd7t9R4H2x,EdGevanA2MZsDpxDXK6b36FH7RCcTuDZZRcc6MEyE9hy,0.30562063827160496,0.26387993827160494,0.0044479,1335,566,769,0.0337926,0.0035129,0.0372928,834,1289,1.122,36595517,324
L0vd 0% fee +MEV,A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg,8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK,0.30544203953488375,0.27806813953488374,0.0052878,1271,504,767,0.0187562,0.0033414,0.0220861,889,2488,1.017,32713097,172
Rakurai | High TPS | High rewards,4YykTGwg94GgHZEPSsQfbaMaEE9HHAHqSuXT65L6C6wf,Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv,0.30514766249999997,0.2579490625,0.02089,1395,623,771,0.0226297,0.0036921,0.0263086,809,1949,1.011,39313953,224
Tramplin,TRAMp1Z9EXyWQQNwNjjoNvVksMUHKioVU7ky61yNsEq,GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,0.30512659999999997,0.25976,0.0206027,1285,512,773,0.0213954,0.0033804,0.0247639,815,2188,1.011,31252884,196
Low Fee Validation TOP API 🔥,edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT,3B2mGaZoFwzAnWCoZ4EAKdps4FbYbDKQ48jo8u1XWynU,0.3050526304878049,0.2626950304878049,0.0163505,1395,622,773,0.0223278,0.0036919,0.0260071,838,1310,1.014,39229163,328
Moon Stake,FSgqBK5ubsK7ZsYbjrPxDYe4rWQmFGYUwwnsNV4SudQo,HFSPaT8zL2a75cVW3snNzgjFRPZj1GbKJRF2RJ1qztkZ,0.3045981428571429,0.28357714285714286,0.0028816,1304,533,770,0.0147076,0.0034437,0.0181394,890,15214,1.027,33753097,28
Fidelity Center for Applied Technology (FCAT®),7MKUXUiiVeWFwLaNyw5exkujXnen5yB77hQa54KLD98h,dxa6QFqLcByyHykLCAW5tv1VYNVQFV3v6oovM2h8inH,0.3045336,0.2592185,0.0046374,1271,508,762,0.0373399,0.0033514,0.0406777,813,7113,1.018,33518285,60
ART3MIS.CLOUD ☘️,3iPuTgpWaaC6jYEY7kd993QBthGsQTK3yPCrNJyPMhCD,GwHH8ciFhR8vejWCqmg8FWZUCNtubPY2esALvy5tBvji,0.30438591739130433,0.26700521739130434,0.0092134,1283,514,768,0.0247916,0.0033881,0.0281673,853,2329,1.014,34418262,184
Jito2,J1to2NAwajc8hD6E6kujdQiPn1Bbt2mGKKZLY9kSQKdB,A4hyMd3FyvUJSRafDUSwtLLaQcxRP4r1BRC9w2AJ1to2,0.3040120571428571,0.2547178571428571,0.0161719,1305,552,753,0.0296917,0.0034422,0.0331223,805,1160,1.048,35749899,364
STEAK.NET 🥩,STeaKrJdxdPMww27XJsjRBfrzqfjFT1BxotgQtFyDgx,sTEAKPk59EtPPbixCweyv6oRLNCDEE8pnnef6gUfbiW,0.30387332727272726,0.27984672727272725,0.0015554,1321,548,773,0.0190062,0.0034777,0.0224712,878,1986,1.013,35996938,220
Luna Labs,Luna8BkZNpZ9DKmszrZYPvFpTr4eJJfxxTnGDwTrYkv,2UBhtRuyr9nvWsUnrbWrvJiYWEU8TVBD4PLYQJKiRa9H,0.3038465727272727,0.27521677272727274,0.005592,1307,540,767,0.0196154,0.0034351,0.0230378,868,1950,1.012,35212604,220
coyote.staking,DHoZJqvvMGvAXw85Lmsob7YwQzFVisYg8HY4rt5BAj6M,HgozywotiKv4F5g3jCgideF3gh9sdD3vz4QtgXKjWCtB,0.30349417241379306,0.28169767241379307,0.0048813,1287,521,765,0.0135444,0.0033826,0.0169152,897,3671,1.023,32818031,116
EvasMainnet,C8MLmDCg3LReWoNCkFdHgsscFpHx2WdtcU9ZziNfXrhd,2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,0.3031018636363636,0.2752263636363636,0.0081037,1240,481,759,0.0165261,0.0032576,0.0197718,863,4825,1.029,30381123,88
Hubra,7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,RAuSNo4DRjo83uGhdgg4fPqYBVszi1KsrQGpqcPHK1D,0.3030858047619048,0.28032190476190477,0.007309,1100,347,752,0.0125863,0.0028774,0.0154549,922,4572,1.148,21719795,84
Pesky Penguins 🔥💃 NOOT NOOT,vvvvXsU6iG2enDVvs4KeVqS4YrZczTujSv5p3dSeNHx,ppppoqHcHVzigV6SK4856BAsNxhTAi32hqQQWrziyHE,0.301934794117647,0.28159279411764704,0.0011061,1173,448,725,0.0161541,0.0030915,0.0192359,885,6243,1.029,29140113,68
Zodia Custody,ZoDVQ5zCgFyVm2Y6vHhZ6boQEZNV6sMVnefev4M2Bes,ZoD1XLMhxdMveAJL4x9oab4FhRKP5NThTnSCH19Tdjp,0.3017458,0.2590075,0.0175816,1271,501,770,0.0218184,0.0033502,0.0251567,815,8921,1.016,31251552,48
StakeNode777,5szskKdH8nfnUuHTvn9hnhH3Xuvo7RVmcDDvD5WD7yNh,Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,0.3016773107142857,0.2656049107142857,0.0048803,1277,541,736,0.0278285,0.0033758,0.0311921,834,1773,1.131,34374738,224
NodT,3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ,7U68WfpxJF5W1HjVQ2NCQr5EuKhNSvSRAnmWTk6225Jf,0.30163576666666664,0.28366366666666665,0.0014746,1228,480,747,0.0133023,0.0032065,0.0164975,890,7096,1.023,31451398,60
,6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b,2oHUYyW2PU9VJh4XBs5TbGgzdernunvGqyKth3kxW4ns,0.30155083292682927,0.27273643292682925,0.0052745,1282,511,771,0.0201845,0.0033678,0.0235399,855,1308,1.009,33835591,328
South,2DNGsVZ9rg6RvT8bY4SGmGvyiVJ4xt9RL3NDd6uhfN46,8Nvaxzif1NrdvxNkRetjT8xJvd33EHkKVrfL8EDkgaNy,0.3011897571428572,0.27749135714285716,0.0057849,1286,563,722,0.0145214,0.0034031,0.0179135,871,2851,1.137,34563745,140
1000X.sh,1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,1KXvrkPXwkGF6NK1zyzVuJqbXfpenPVPP6hoiK9bsK3,0.3006862275362319,0.2719374275362319,0.0038743,1290,524,766,0.0214954,0.0033916,0.0248745,861,1560,1.012,33288871,276
Kisetsu Stake,fuyugZxM5S4NyV3ZYoc6ebs3fmRTrZ3X27MKCFvHpVD,NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,0.30037801290322586,0.27119661290322583,0.0090731,1359,631,728,0.0165461,0.0035752,0.0201083,856,3350,1.064,39349150,124
Aepalizage,kaosFcskhYZCQidKKmkUSQLAqwpz3vtPpyyZ67N5NwA,KAoSp3EudGqUBXv46tQoDwbZxSm3iXa9wM2aF4ySbJJ,0.30017855000000004,0.28309125,0.0044125,1229,473,755,0.0094315,0.0032552,0.0126748,888,17428,1.05,33721708,24
nordstar ⭐ reliable staking +MEV,NoRDTy8jpkpjPR7yxahVdoEUPngbojPhFU5jb8TtY4m,NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,0.30008698474576273,0.2694350847457627,0.0071018,1260,498,761,0.0202639,0.0032974,0.0235501,861,1816,1.013,32748578,236
⭐StepByStep⭐ 0%Fee+Jito MEV,2wUhcnViyzstvWmk7NAboKtjbFbqJPo4BvFBV37dacLc,HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq,0.2995003638888889,0.2691757638888889,0,1355,589,765,0.0267671,0.0035707,0.0303246,844,2975,1.012,37632060,144
,DkZehyHr92C4wHYfoXJU6FpKFVeh64LRgkJmFKYub4UV,REA1zKzM5WjDEcpB27Zx2Rk16foNPtLGTETy93LLgNw,0.2993758157894737,0.2756163157894737,0.0054666,1202,430,771,0.015162,0.0031408,0.0182929,865,5642,1.012,29670551,76
S4Mar,9wQQnnnkk5b5GkQWTW9L4kEA3CjFv6CqsQd5gt6tRsHK,2mDrrmhSzpSyaF12izGk8hnFjtKCGeCFPwQHpRiJDby2,0.2986901220588235,0.2706445220588235,0.0048702,1299,536,762,0.0197643,0.0034238,0.0231754,849,1576,1.012,35099917,272
Gemini,GEM1N1pCDGKiTa547eckcwuHWYMsUQeXgnXHfEZLDvpB,GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,0.29779932727272723,0.27294772727272726,0.002261,1363,593,770,0.0189863,0.0036161,0.0225906,856,3235,1.018,38709436,132
Blocmates X Firstset,HYUU9pLdZRXsMSy3efikYHLKagtubP2UZYtmfwP9FXpu,BhNnboEZb3mKkVADMH11cYGWCqefAfmhzx5rU4eRTKGY,0.29751510000000003,0.2745825,0.0072068,1339,566,773,0.0122171,0.0035185,0.0157258,863,21432,1.013,37449627,20
val37,2QE9X9X4tdDUTYic1DgBBJjU7cWUNPbKYGerCb9KqDQN,CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS,0.2974915155172414,0.2512527155172414,0.0116732,1294,526,768,0.0311761,0.0034013,0.0345656,788,1829,1.031,33563070,232
Blockchain at Columbia,FRqYRkp3tUoBc62pnabeX8SVr6p3v6HM2tzT2NVshrk,q1yPXLsYcJhzxhUYLewFDjYmsBh2gDFnYqrZ9VPshrk,0.2973185142857143,0.2694932142857143,0.0036734,1352,586,765,0.0206156,0.0035489,0.0241519,845,3872,1.509,36849383,56
SoLove,8EVaZkBcoJAAyyRZfozNAnZiEopgPvnixx5Ja5PpVDae,4aRPyjsqqFsf5488a9QAaHJLQJMGwoL5P6wRtLmroe2d,0.29725633529411766,0.27326073529411765,0.0004258,1305,539,766,0.0201595,0.0034223,0.0235698,857,2103,1.011,33358708,204
Solana.capital,irKsY8c3sQur1XaYuQ811hzsEQJ5Hq3Yu3AAoXYnp8W,FoigPJ6kL6Gth5Er6t9d1Nkh96Skadqw63Ciyjxc1f8H,0.2972342578947369,0.25745065789473687,0.002612,1252,502,750,0.0338921,0.003293,0.0371716,807,5637,1.014,31726732,76
OmegaNode Validator,EMVmh5hF6LT1sZM9G7dEX1bykRYEymWY2vtE7QHBBAW6,omeg2wsojzB7tfyAxsFhp8npxHL8yxVnaf51poXCwSd,0.29716205714285715,0.27248535714285715,0.0034156,1266,499,767,0.0179757,0.0032984,0.0212611,854,5108,1.011,33839932,84
MX Validator,Mxv1Ubm71XoUvxrN3qjN8ii6Bh5b43NuuKywsWx6ox2,mXv18ov8qCiQGs3ieoen981LdgZzYJjJak6reK6fpNC,0.2969495580645162,0.26124725806451615,0.0019056,1350,578,772,0.0302368,0.0035718,0.0337967,823,1635,1.222,35945967,248
dTelecom,DTELA4aHtJB8zcMJvKgcUjAYfkGcKdRUN77cpFoMVgxz,DTELykegBxxEn9c15GbH1zbYFr9CFd8VHQnhTGfz5JLb,0.2964363916666667,0.2830622916666667,0.0027243,1042,273,769,0.007935,0.0027217,0.0106498,887,8928,1.014,18734199,48
StakeWolf,DQ7D6ZRtKbBSxCcAunEkoTzQhCBKLPdzTjPRRnM6wo1f,HzrEstnLfzsijhaD6z5frkSE2vWZEH5EUfn3bU9swo1f,0.29626291160220997,0.26590591160220994,0.0061175,1323,557,765,0.0207741,0.0034776,0.0242395,860,592,1.01,35760897,724
,spuraUaJeFZfdbgXpJhgqEHFAXatfrMArARXhXioxKd,spur5CDwBvTZszvy1ozGjRc1x2TuDWo3VF4jrq7zgvD,0.29581245000000006,0.27523325000000004,0.0016115,1289,521,767,0.015594,0.0033861,0.0189677,864,3573,1.012,35429325,120
MAS DeFi,masvNDXtxVVMrYSV84RMry97JyHXAFcdfTZJ5VzpSYR,mastWEbKEMjvBCd1uaUBpNjWcfSPhXMWnH9tTrgzn1g,0.2957070754385965,0.2716576754385965,0.0016478,1260,564,696,0.0190915,0.0033214,0.0224016,853,1852,1.088,35438823,228
Calypso,FRTcwF2LHHLV2VxKB9nzNpqyBXjpKvkEs5aRuMXrrk8X,3YVoK8UN62dyiPZnGBzBTkGdwsVmmK1MpRoLcxNRs9BE,0.29540146041666665,0.25116026041666667,0.0206599,1298,526,771,0.0201835,0.0034093,0.0235813,789,1126,1.054,32493972,384
TdrSys,5CBkJdDPMWCmss3Y48B36w78Bgxur4mDib6tQ9yMKe1B,6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ,0.2953166568627451,0.2665971568627451,0.0050339,1286,515,770,0.020323,0.0033744,0.0236856,836,2101,1.015,32955366,204
,9hHEiSDTz9LeA4B4N2tJp6SPchwWZbV1X7zWN8hYoMhb,5P35CJVKU15Rrh5M6EVkre23EyA3K34kAut2GXhHKM7W,0.2947150714285714,0.2731560714285714,0.0000085,1332,555,776,0.0180241,0.0035396,0.0215505,857,15204,1.023,33215402,28
STSS Validator,EeitHdhXPu3pYMb5oPHvLjkaKQMUPzdNnxvrXc3EEHxj,AqyRvpjjSN6jWYPxijoJwhmKwJFk6fRYDh9fQZHcJ2o7,0.2946674892086331,0.26421348920863313,0.0021595,1337,563,773,0.0247892,0.0035179,0.0282945,829,774,1.01,35222080,556
OneLink Solutions,1LinkCP4qUqGvUiNuAWhAxQyopdBxsh4vhfLBb4apyR,1Link6hB1NpkCwJt3ZtpQKZszKauhEcKgiWjaU8PRDG,0.294632603125,0.264843203125,0.0045409,1335,557,777,0.0217384,0.0035228,0.0252485,830,3351,1.012,37310994,128
Blockchain at Georgia Tech,GLB3jUr5zuu79zFuEH3KP7boxtWsjHVyYRBK2SPshrk,13DmVBcyrSdsSsLWaKH9x1dwxDf48Wu5wprwxMmLshrk,0.29395319285714283,0.26992589285714286,0.0033447,1399,619,779,0.0170341,0.003662,0.0206826,847,3853,1.511,35860406,56
Suzuko Stake,hxVjzDmta9TuN1gM981TRKnfwG2uZ9TQDGwSCs3uDow,hxMhrsuGPDmkLJ4mTxEjyeMST3VGhTiwJvS9XgHwePj,0.2930673875,0.2670876875,0.0017142,1341,594,746,0.0207416,0.0035368,0.0242655,838,2539,1.114,37314898,160
Cryptology,BfxZj7ckfRGHxByn7aHgH2puyXhfjAUvULtRjJo4rd8C,9fa5wcqnAQqHyn58U1vHHLuZW5GXLcoho7hKT17jGJfZ,0.29245293333333333,0.26371833333333333,0,1422,623,798,0.0250532,0.0036962,0.0287346,827,35562,1.021,39981396,12
Jito1 (Experimental),J1to1yufRnoWn81KYg1XkTWzmKjnYSnmE2VY8DGUJ9Qv,CXPeim1wQMkcTvEHx9QdhgKREYYJD8bnaCCqPRwJ1to1,0.29121797961165047,0.26096567961165046,0.0049481,1294,526,767,0.0219082,0.0034077,0.0253042,823,1042,1.024,34591037,412
Goldsand,SANDhe6azby4EMLJd8N77QTk5K92n2tCi4NXba7iwuc,SANDCxXBbQhvbUqNtiLqKdFEY1uQhVo1UgUACaS4mXU,0.29108530526315785,0.25665460526315786,0.0145324,1224,453,770,0.0166834,0.0032172,0.0198983,806,5562,1.034,28770666,76
00💥Green House Crypto⚡️Jito BAM,BSRRvjdKd8SHApi3KtTGbzrdhUojitiwAt4xt4nAxbFh,DtY5Bzxd75iWQRvKwM2xLUxqwLT1RRoeNwmVvgS2JANA,0.2896985,0.26136750000000003,0.0099642,1223,449,773,0.0151667,0.00321,0.0183668,820,7145,1.014,30440138,60
STEALTH,8D8XL6ovqx15RKwC1XtFyTz6H8JYF2fUsxTnsY4b123P,93Q99nhdKjuSe6WNXgMBbC3s8QVQEAoHKt91PNRkUkMn,0.2890619638297872,0.2621335638297872,0.0036446,1272,508,764,0.0199394,0.0033567,0.0232838,822,2280,1.014,33256514,188
Luminal,LunarE7WQyxpPwKo2hkEZZquu6UDWMNjvf3JyzGmdfp,1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY,0.2886064777777778,0.2542772777777778,0.0051923,1340,575,765,0.025626,0.0035227,0.0291369,799,2214,1.198,36297932,180
🤖 RoboRun.xyz,R2D2vs3bJwpNF2ejaB6UW1JdCZ5VstuAmuwxDuUUWNj,R2D2imoV8nXk1ngT9v4dEK65We4uLNyUarTBdWbFruq,0.2877887333333334,0.27301083333333337,0.0017634,1232,465,767,0.0097683,0.003256,0.0130145,856,11898,1.015,30642615,36
Mythx,mythxna3hpzXSbaseyR12vu5Vvym1HxS92eCgXLvY7w,mythxvB89eT3C1TKwwhsvdHfYq2aoCt2es8vLoDFYyk,0.28741396666666663,0.25823916666666663,0.0075569,1315,571,743,0.0181722,0.003457,0.0216179,810,4338,1.056,35963617,96
nodtech,H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL,AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,0.2871956205882353,0.2635152205882353,0.0027982,1295,535,759,0.0174891,0.0034051,0.0208822,827,3123,1.026,35459583,136
Komorebi,25quQGzrtcU224Kk7G5YDJ9oJXgYsiur8pZ7pAnCMhhV,kom1oNHyyt84XLGVfi5Jo1qkVkU5xG1sBxPG19rWknE,0.286762425,0.25189012499999996,0.0017351,1360,651,708,0.0294736,0.0036822,0.0331372,881,2646,3.647,41081039,160
Vnode,3r5ZXC1yFqMmk8VwDdUJbEdPmZ8KZvEkzd5ThEYRetTk,FGiEdzde7Fco2WLpNQMat299hUVoykJdaA5hxdmCzHiS,0.28637894473684206,0.25807914473684207,0.002738,1315,545,770,0.022123,0.003451,0.0255618,823,2756,1.045,35210250,152
Lumos Maxima,5daP6pZoPSak6UEKuRg2HHjvTPpqqwB113oNamGNKuuZ,8uPW9msN75rfaKiwy8y8NxEX5zSk2WejtVv5YhZr3jCo,0.2862947476190476,0.2592240476190476,0.0064077,1304,539,764,0.0172531,0.0034222,0.020663,815,2553,1.011,35802239,168
Staking kiwi validator,5afRnmkFn1pRU9oussqwk1RRBVyoDgUkL16Jz4qNf574,3x9nibnhgBHWKMRiGnsXJELRBjviQpKyigfrXtKW27KJ,0.28617012258064517,0.2562603225806452,0.0105572,1269,500,768,0.0160509,0.0033117,0.0193526,807,3458,1.013,31326014,124
,HFpuMHuQqUY9o5D4g5ByAJKEYQrMLjwcusDNjozXa4Dg,32jCuWyy4aJjyv4gd4DSGBHmFU5KUSSfqbmPb9GpMin6,0.28576660000000004,0.26519390000000004,0.0014827,1319,555,763,0.0156172,0.0034842,0.01909,833,4257,1.024,36129426,100
MARGUS.ONE 💎 0% fee +MEV!,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,MargusJeV9bkePFLWbbzRNsMVo3Re6h9wKB5Ago8Tfj,0.28571466842105264,0.2680173684210526,0.0000602,1214,443,771,0.0144814,0.0031683,0.0176371,843,5641,1.012,29990573,76
4BLOCK 0% Fee + Jito All MEV,6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck,0.2829598666666666,0.2648372666666666,0.0001588,1218,446,771,0.014759,0.0032156,0.0179638,845,1424,1.017,28842369,300
SGTstake - 0% Fee + MEV 0% fee,GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j,CBUGET5PnvLc3HvEeFYj64iTvdKhYV6pujTPDdDh785K,0.2828454,0.2517875,0.0027898,1295,557,737,0.0248887,0.0033903,0.0282681,798,5943,1.016,36082461,72
Saga DAO,sagasJDjjAHND4hien3bbo5xXkzCT5Ss6nKjyUJ45aw,SaGAgdkowooXBrHihpmE8gsjf1dUG7n5SqnyJxYFnXJ,0.2819602842105263,0.2582811842105263,0.0057268,1304,540,763,0.0145392,0.0034249,0.0179523,810,5610,1.02,33859461,76
Gojira,goJiRADNdmfnJ4iWEyft7KaYMPTVsRba2Ee1akDEBXb,gojir4WnhS7VS1JdbnanJMzaMfr4UD7KeX1ixWAHEmw,0.2817131777777778,0.2581902777777778,0.0049682,1301,556,744,0.0151291,0.0034377,0.0185547,810,3713,1.12,36289670,108
Prompt Logic,9f7dqiYNBZbgPesAnLeWnKCtxYHSfMg5x1EMZCJwVwG7,FwnWx7x99rGwLmipzz8ii15NqcHkKRo2oS1Y7j6LivgZ,0.28160459682539685,0.24671789682539683,0.005441,1290,523,767,0.0260588,0.0033991,0.0294457,773,1729,1.014,34512213,252
,BRrgfW2AKKYYEGVU6j1mbnoQajHTRuUgXCAPPzFgcF9q,sce1oTWYVXv7a7Hy2skxREozs5nwkQ4wDT8XJSi5tgE,0.2806072388888889,0.2532151388888889,0,1273,497,775,0.0240605,0.0033442,0.0273921,796,5947,1.094,31535390,72
BurnItUp.com 🔥,BiUSTKzDM57pkf52SqxqckEk4ap7d25y2GB4GLXxdgj7,BiU1DNow77wGwSXW1bLmkcQe2cuySpkbz7xtbitD9Fmk,0.2795876545454546,0.24482295454545458,0.0062327,1377,607,769,0.024894,0.0036513,0.028532,768,1634,1.511,38123297,132
CyberAlex 👑 MEV,VaCdXKupamusfRsDf9Ai7e8Up36Z4f3MP6SqhnM7c76,cybi55ebub37HZW9YmRaLh59Lh3kqaLTsEBQwW6vFkC,0.2789679070175438,0.2500078070175438,0.0045673,1286,522,763,0.0210118,0.003393,0.0243928,785,1879,1.014,34451231,228
Gaxx Validator,GaxxAn5335dA4U3772MCFeqdyqCVEfmsQTQ47YXfC2Xi,3Rv6ZVGUuRczP76322LyhTTYw2iM4avV4B5xFJocQJer,0.27824139999999997,0.25665859999999996,0.0030664,1226,465,760,0.0153109,0.0032178,0.0185164,805,4267,1.02,30619953,100
Lua Sol Foundation,Lua298Woc4rgcswL64yfWAL4EW44FgBZeLsKforf6tJ,Lua1fxRRHCnjVAYdfGyv2GbUsRHGM2DN2wgpWuF2WSb,0.27772163333333333,0.24366083333333333,0.0059927,1316,548,768,0.0246093,0.0034706,0.0280681,764,11865,1.021,35878210,36
,AF84u2vQvSyuSurDqJNSgLGKA8viTrHmeYwjKzisC6w1,AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,0.2773273197916667,0.24894111979166667,0.0023505,1341,540,800,0.0225217,0.0035268,0.0260357,781,1133,1.016,34758822,384
Mad Lads,B6nDYYLc2iwYqY3zdmavMmU9GjUL2hf79MkufviM2bXv,CjmXSapt1ouz3CZzgkRJckBEwMSo5fVdVrizLeRscwYD,0.2758085650793651,0.24243186507936507,0.0110665,1313,544,768,0.0188615,0.0034597,0.0223102,776,1677,1.214,32502578,252
Meria,H2tJNyMHnRF6ahCQLQ1sSycM4FGchymuzyYzUqKEuydk,7mF8NZJdREuM1uwYcvKffuY9QJBEoHhNp4hZ4NS2fuXW,0.27564963921568625,0.24718303921568627,0.0036089,1314,546,767,0.0213804,0.0034893,0.0248577,785,2046,1.155,35265436,204
Sec3,EnRcbgr5r7EUS2P35szncy6TW6eWA9UQiU3yQRCDbh2P,DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,0.27557555,0.23866774999999998,0.0080078,1314,548,766,0.0254601,0.0034524,0.0289,749,3569,1.014,34889798,120
South African Community Validator,stsaYQJUhKZDHSqndGtgo6jgbhVaHBSHhtfVWxCwrhD,SaV6UWBaE8M3kwMBfAhQ6Tmvd2qdJRm94NTwLqtoyGd,0.2754672,0.2432125,0.0035238,1248,595,653,0.0254352,0.0033083,0.0287309,763,3304,1.793,37984010,112
Golden Tower Staking,7obieMdVPKKcwEhhKizSkpdLaW1HMZh2ENrUDUhdGvVr,9PRr9k87HjjdLMRkxtxygidjxVta9VQ1kAsqgLBWXKdQ,0.2753687375,0.2450984375,0.0119146,1274,511,762,0.015005,0.0033632,0.0183557,770,3335,1.019,31073732,128
,movwsCDJfXrt5mPfVdTC9u8pETrTysEdFxicvbZUxTz,movJfS8W7z4PzZJbanwt2DDSN3NbZSyadbDp8DnqbAP,0.27374529999999997,0.24948499999999998,0.0058678,1337,578,759,0.014872,0.0035327,0.0183925,783,35194,1.057,37680916,12
Alien 👽 0% +Mev rewards,qjUuLxWo29QCBr7ZQw4EPLkAtmjHS2ZdZpZcH9g7fRb,HFTcVVrX93SJwYHAiiHAssb3c4zXqSsF4mNjg5arGPEj,0.2732308869565217,0.2434435869565217,0.0029249,1274,507,766,0.0235192,0.0033553,0.0268624,763,2331,1.012,32759317,184
HAKUHODO KEY3,F3scMRjzSvXUa7JoK2uwBjNsYGi5sM84sDzE7FfGBo6o,2N7v8pDKDYhtBUJBQUgxvysUjgM9s4ULPCmeEiPWTf6Z,0.27291844772727275,0.24600664772727274,0.005361,1233,469,763,0.018328,0.0032327,0.0215508,772,2418,1.024,28239821,176
Pine Analytics,pine9rHVDS1pjwdhYkx3vRyaAyRd5KPDKXZEXAqvxcX,pineXRUnbaLNFMxaM3zBmFfTiKgQMGqT9jYHXZWq2Fw,0.2713535,0.25073850000000003,0.0018901,1251,524,727,0.0154269,0.0033091,0.0187249,786,4992,1.157,34201848,80
